Modularity,M Size,Keywords,LCM,LCM Size,Sim
62,3,"['charli', 'mr', 'ralphi', 'aafrin', 'charli', 'evil', 'alblaschannel', 'cynthia', 'mr', 'cynthia']",53,4,"['charli', 'mr', 'ralphi', 'aafrin', 'charli', 'festiv', 'evil', 'alblaschannel', 'cynthia', 'mr']",0.866025403784
70,3,"['trainor', 'trainor', 'trainor’', 'meghan', 'trainor', 'identityfre', '2msell', 'britneylit', '“anthem”', 'identityfre']",97,171,"['pelé', 'warcraft', 'toy', 'halloween', 'hathaway', 'lego', 'comic', 'wareheim', 'mcavoy', 'wright']",0.0883021571377
73,3,"['lebeau', 'lebeau', 'dalio', 'casablanca', 'brutalist', '1942', 'nazi', 'madelein', 'dalio’', 'strasser']",67,188,"['hatoum', 'barrow', 'thorp', 'mcdowel', 'hodgkin', 'fisk', 'grotto', 'kwouk', 'binchi', 'whicker']",0.0842151921067
74,3,"['cohen’', 'peach', 'cohen', 'geldofcohen', 'pianoassist', 'cohen’', 'solo', 'trite', 'scum', 'candour']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0406978463778
85,3,"['undercov', 'undercov', 'rayner', 'pitchford', 'inquiri', 'activist', 'offic', 'infiltr', 'undercov', 'polic']",58,680,"['mdb', 'fundrais', 'apprenticeship', 'saudi', 'prison', 'prison', 'fundrais', 'snowden', 'prison', 'disabl']",0.0221403721385
94,3,"['ladybird', 'ladybird', 'spoof', 'elia', 'emer', 'spicer’', 'smurthwaitele', 'morrislondon', 'isjason', 'peterandjanebas']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0406978463778
99,3,"['anohni', 'anohni', 'anohni', 'anohni’', 'hopeless', 'hopeless', 'drone', 'anohni’', 'hopeless', 'oneohtrix']",121,202,"['galá', 'spotifi', 'mustonen', 'punk', 'spotifi', 'skepta', 'prometheu', 'donen', 'andsn', 'ginsberg']",0.121866669555
121,3,"['chelsea', 'handler', 'talkshow', 'handler', 'chelsea', 'netflix', 'netflix', 'episod', 'trailer', 'chelsea']",97,171,"['pelé', 'warcraft', 'toy', 'halloween', 'hathaway', 'lego', 'comic', 'wareheim', 'mcavoy', 'wright']",0.0441510785688
127,3,"['sonata', 'orchestr', 'fraser’', 'quintet', 'symphoni', 'sonata', 'quintet', 'violin', 'tiberghien’', 'k481']",121,202,"['galá', 'spotifi', 'mustonen', 'punk', 'spotifi', 'skepta', 'prometheu', 'donen', 'andsn', 'ginsberg']",0.0812444463702
138,3,"['redston', 'redston', 'herzer', 'dauman', 'viacom', 'redston', 'sumner', 'redstone’', 'herzer', 'redstone’']",5,3,"['redston', 'redston', 'herzer', 'dauman', 'viacom', 'redston', 'sumner', 'redstone’', 'herzer', 'redstone’']",1.0
140,3,"['bradi', 'bradi', 'gronkowski', 'brady’', 'olson', 'deflateg', 'bradi', 'appel', 'tomato', 'cookbook']",6,857,"['g', 'season', 'kooiman', 'temperley', 'pite', 'mourinho', 'knox', 'itoj', 'curri', 'warnock']",0.0197219095046
146,3,"['bench', 'gallen', 'nsw', 'nsw', 'maroon', 'blue', 'reynold', 'daley', 'queensland', 'select']",6,857,"['g', 'season', 'kooiman', 'temperley', 'pite', 'mourinho', 'knox', 'itoj', 'curri', 'warnock']",0.0591657285138
151,3,"['sleepwalk', 'sleepwalk', 'somnambul', 'somnambul', 'bed', 'sleepwalk', 'offic', '“offic', 'dare', 'noctambul']",13,458,"['ridsdal', 'curfew', 'bundi', 'uae', 'ghomeshi', 'wolverin', 'ratner', 'freita', 'bahá’í', 'lupidi']",0.0539556127885
162,3,"['yosemit', 'watkin', 'watkins’', 'yosemit', 'park', 'tourist', 'park', 'pennsylvania', 'delawar', 'nation']",39,30,"['lamprey', 'leopard', 'crocodil', 'mascara', 'aruba', 'abv', 'cleethorp', 'cabin', 'nile', 'crocodil']",0.105409255339
188,3,"['faulkner', 'faulkner', 'whittington', 'ferguson', '60', 'megalogeni', 'kidnap', 'nine’', 'minut', 'beirut']",99,263,"['homeless', 'palmer', 'sharia', 'refuge', 'tax', 'refuge', 'guthri', 'wage', 'agedcar', 'seat']",0.0356009427254
192,3,"['kramnik', 'karjakin', 'howel', 'b7', 'svidler', 'carlsen', 'nxd4', 'be3', 'chess', 'karjakin']",20,4,"['kramnik', 'guildford', 'karjakin', 'cheddleton', 'howel', 'b7', 'svidler', 'carlsen', 'chess', 'nxd4']",0.866025403784
